Date;Heat_Load;Cooling_Load;T_Outdoor;Hum_Outdoor;Solar_Irradiance;Wind_Speed
08/01/2023 05:00;25.95548307;4;10.36473182;79.16401424;-2.469928989;12.85666813
08/01/2023 06:00;28.44880505;4.0416675;10.12022503;80.79395241;-2.685316028;15.36278856
08/01/2023 07:00;29.58330591;4.626664719;9.337494533;81.37571573;-2.271812065;17.00862407
08/01/2023 08:00;29.75114801;5;8.261469338;79.8609124;-2.620489778;10.86062472
08/01/2023 09:00;30.38550896;5;8.249685554;83.07689734;0.531139038;9.435771975
08/01/2023 10:00;30.5331885;5.430556528;8.544639571;85.30755018;36.58470689;12.92470098
08/01/2023 11:00;33.94766573;4.994443889;8.887230686;84.57296182;85.49659874;14.34559541
08/01/2023 12:00;37.06546404;4.994443889;9.760187602;79.19221603;202.8212497;13.84719452
08/01/2023 13:00;36.67845407;4.844446807;10.68000543;74.64022215;296.066007;14.30151437
08/01/2023 14:00;36.63029043;5;11.07864129;72.22654011;202.6953378;20.98562418
08/01/2023 15:00;35.07618748;4.202778471;11.23175754;71.65305799;144.6211418;22.15344264
08/01/2023 16:00;35.39054325;4.813890275;10.97258521;73.72747695;48.92214019;18.93637881
08/01/2023 17:00;35.07031184;5;10.54433836;79.71330353;20.91822583;13.12853641
08/01/2023 18:00;35.35996083;4.955557081;10.63141589;78.15636037;-0.501293248;14.79903942
08/01/2023 19:00;35.50668189;4.54000153;10.19042576;79.86158239;-2.801445267;14.96288644
08/01/2023 20:00;35.65762179;4.25722111;9.588377257;81.82379894;-2.896444769;13.28991229
08/01/2023 21:00;35.89776717;4.523336114;9.152915025;81.53722262;-2.883663507;12.12699497
08/01/2023 22:00;35.52247132;4.241666807;8.451527309;79.69269365;-2.812951754;15.32500234
08/01/2023 23:00;35.48959939;4.266665558;7.740422676;78.00522121;-2.601480464;16.92132671
09/01/2023 00:00;34.35387049;4;7.243497314;78.55509055;-2.25181541;15.2894436
09/01/2023 01:00;39.93237742;4;7.208043478;77.84279049;-2.553873711;13.37607892
09/01/2023 02:00;56.70607621;4;7.40032687;77.51556231;-2.337665095;12.70747831
09/01/2023 03:00;39.68643836;4;7.513339151;77.29236795;-2.66899848;13.50981578
09/01/2023 04:00;39.1265203;4;7.584914901;77.5882782;-2.802336686;14.48813926
09/01/2023 05:00;49.14854336;4;7.809525605;76.82461777;-2.43308623;14.9927847
09/01/2023 06:00;55.36321489;4;8.09432742;74.63848645;-2.540160433;15.44219824
09/01/2023 07:00;60.66483875;4.857221247;8.183342719;73.31077864;-2.818221006;15.94110438
09/01/2023 08:00;62.41502401;5;7.918268073;72.99477646;-2.888731535;17.59845541
09/01/2023 09:00;63.64378791;5.726665972;7.660239191;72.0555872;1.876616773;16.4361593
09/01/2023 10:00;64.99224656;6;7.481102336;72.00028127;35.92855203;18.06070288
09/01/2023 11:00;63.63813418;6;7.528703979;71.4691357;103.4610844;20.28663554
09/01/2023 12:00;63.17042029;6;7.997198339;70.21877958;117.2493135;24.10762798
09/01/2023 13:00;62.36421308;6;8.743399718;69.33380796;241.4616547;21.75209818
09/01/2023 14:00;63.07448387;5.933332083;8.853445902;69.3643327;104.8743789;25.25184235
09/01/2023 15:00;63.21081911;5.853888613;7.822012461;76.8488004;57.36439214;23.03726394
09/01/2023 16:00;62.07782328;5.186111389;7.49130471;81.30483765;46.36506235;21.12134572
09/01/2023 17:00;57.7608244;5;7.538471319;80.14528579;14.55546198;22.19834719
09/01/2023 18:00;57.55047441;5;7.479976527;75.36411115;0.350971325;21.57899627
09/01/2023 19:00;62.50310741;5;6.405873356;78.30347471;-2.684088584;23.30236544
09/01/2023 20:00;56.12028764;5;6.335212444;78.98114406;-2.864315301;19.06672999
09/01/2023 21:00;50.08712467;4.994444862;6.498324562;77.17265564;-2.678649999;16.89711311
09/01/2023 22:00;48.31673312;4.85111195;6.343591166;75.71553545;-2.564402529;19.31121659
09/01/2023 23:00;46.20173204;4.634987496;6.068996288;76.1672149;-2.987700958;20.35723699
10/01/2023 00:00;39.52691387;4.012237223;5.852454436;76.6682762;-3.206226514;17.97505772
10/01/2023 01:00;40.9600422;4;5.723263087;77.02892385;-3.190914217;14.58362939
10/01/2023 02:00;44.32548406;4;5.50729635;78.6531793;-3.308390743;17.39951309
10/01/2023 03:00;47.63645617;4;5.506457653;79.67799257;-3.164556117;13.48115904
10/01/2023 04:00;48.87438059;4;5.427468869;79.91749765;-3.002551316;9.611419651
10/01/2023 05:00;54.4425163;4;5.421955166;80.41112809;-2.967109787;12.16205575
10/01/2023 06:00;53.70925385;4;5.774926532;80.42541495;-2.543493455;11.55653272
10/01/2023 07:00;58.80252222;4;6.15539969;79.56207701;-2.579631066;35.66565042
10/01/2023 08:00;60.00563728;4;6.031497065;79.94655111;-3.049937603;12.02074276
10/01/2023 09:00;63.53382689;4;6.181690287;80.41778309;-0.665272015;13.76537061
10/01/2023 10:00;84.10885957;4;6.516274262;80.49183614;16.47000407;16.59759184
10/01/2023 11:00;79.5047742;4;6.512515289;82.8843064;27.09526681;16.80624342
10/01/2023 12:00;72.27610537;4;6.651252471;85.88668097;34.04091017;15.18600559
